Price,Cities,departure_time,arrival_time,layeover,Airline,Scraping_Time
" 6,159","New Delhi to Mumbai , 16 May",12:50,15:00,Non stop,Vistara,2021-05-12 21:10:28.307624
" 6,159","New Delhi to Mumbai , 16 May",15:30,17:40,Non stop,Vistara,2021-05-12 21:10:28.307624
" 5,326","New Delhi to Mumbai , 16 May",20:10,06:35,1 stop via Ahmedabad,Spicejet,2021-05-12 21:10:28.307624
" 5,326","New Delhi to Mumbai , 16 May",18:50,15:05,1 stop via Dehradun,Spicejet,2021-05-12 21:10:28.307624
" 5,595","New Delhi to Mumbai , 16 May",07:20,09:35,Non stop,Spicejet,2021-05-12 21:10:28.307624
" 5,595","New Delhi to Mumbai , 16 May",18:45,21:05,Non stop,Spicejet,2021-05-12 21:10:28.307624
" 5,595","New Delhi to Mumbai , 16 May",19:45,22:05,Non stop,Spicejet,2021-05-12 21:10:28.307624
" 6,663","New Delhi to Bengaluru , 16 May",14:15,17:05,Non stop,Vistara,2021-05-12 21:11:13.752068
" 6,626","New Delhi to Bengaluru , 16 May",07:00,12:45,1 stop via Goa,Spicejet,2021-05-12 21:11:13.752068
" 6,626","New Delhi to Bengaluru , 16 May",07:25,13:20,1 stop via Patna,Spicejet,2021-05-12 21:11:13.752068
" 6,855","New Delhi to Bengaluru , 16 May",06:15,08:50,Non stop,Spicejet,2021-05-12 21:11:13.752068
" 6,855","New Delhi to Bengaluru , 16 May",20:05,22:55,Non stop,Spicejet,2021-05-12 21:11:13.752068
" 5,543","New Delhi to Hyderabad , 16 May",14:45,17:00,Non stop,Vistara,2021-05-12 21:11:51.497344
" 5,363","New Delhi to Hyderabad , 16 May",14:50,20:40,1 stop via Jharsuguda,Spicejet,2021-05-12 21:11:51.497344
" 5,594","New Delhi to Hyderabad , 16 May",20:20,22:30,Non stop,Spicejet,2021-05-12 21:11:51.497344
" 5,594","New Delhi to Hyderabad , 16 May",16:35,20:30,1 stop via Pune,Spicejet,2021-05-12 21:11:51.497344
" 6,663","New Delhi to Chennai , 16 May",13:30,16:20,Non stop,Vistara,2021-05-12 21:12:14.146435
" 6,625","New Delhi to Chennai , 16 May",15:10,23:10,1 stop via Patna,Spicejet,2021-05-12 21:12:14.146435
" 6,625","New Delhi to Chennai , 16 May",07:00,16:50,1 stop via Goa,Spicejet,2021-05-12 21:12:14.146435
" 6,625","New Delhi to Chennai , 16 May",20:20,06:55,1 stop via Hyderabad,Spicejet,2021-05-12 21:12:14.146435
" 6,625","New Delhi to Chennai , 16 May",19:45,08:00,1 stop via Mumbai,Spicejet,2021-05-12 21:12:14.146435
" 6,855","New Delhi to Chennai , 16 May",18:55,21:35,Non stop,Spicejet,2021-05-12 21:12:14.146435
" 6,855","New Delhi to Chennai , 16 May",06:10,09:10,Non stop,Spicejet,2021-05-12 21:12:14.146435
" 5,319","New Delhi to Kolkata , 16 May",06:15,08:20,Non stop,Vistara,2021-05-12 21:12:37.196648
" 5,369","New Delhi to Kolkata , 16 May",09:25,14:20,1 stop via Bagdogra,Spicejet,2021-05-12 21:12:37.196648
" 5,369","New Delhi to Kolkata , 16 May",11:10,18:05,1 stop via Darbhanga,Spicejet,2021-05-12 21:12:37.196648
" 5,369","New Delhi to Kolkata , 16 May",20:20,09:25,"2 stop via Hyderabad,Chennai",Spicejet,2021-05-12 21:12:37.196648
" 5,369","New Delhi to Kolkata , 16 May",13:10,10:40,1 stop via Bagdogra,Spicejet,2021-05-12 21:12:37.196648
" 5,595","New Delhi to Kolkata , 16 May",18:20,20:30,Non stop,Spicejet,2021-05-12 21:12:37.196648
" 5,595","New Delhi to Kolkata , 16 May",05:30,08:05,Non stop,Spicejet,2021-05-12 21:12:37.196648
" 5,685","New Delhi to Kolkata , 16 May",13:10,18:05,1 stop via Darbhanga,Spicejet,2021-05-12 21:12:37.196648
" 7,895","New Delhi to Kochi , 16 May",15:40,18:50,Non stop,Vistara,2021-05-12 21:13:00.128253
" 5,669","New Delhi to Kochi , 16 May",07:20,20:05,1 stop via Mumbai,Spicejet,2021-05-12 21:13:00.128253
" 6,931","New Delhi to Goa , 16 May",06:15,11:05,1 stop via Bengaluru,Spicejet,2021-05-12 21:13:22.971731
" 6,931","New Delhi to Goa , 16 May",07:20,13:00,1 stop via Mumbai,Spicejet,2021-05-12 21:13:22.971731
" 6,931","New Delhi to Goa , 16 May",18:45,13:00,1 stop via Mumbai,Spicejet,2021-05-12 21:13:22.971731
" 6,931","New Delhi to Goa , 16 May",20:10,17:30,1 stop via Ahmedabad,Spicejet,2021-05-12 21:13:22.971731
" 7,155","New Delhi to Goa , 16 May",07:00,09:25,Non stop,Spicejet,2021-05-12 21:13:22.971731
" 7,155","New Delhi to Goa , 16 May",12:00,14:25,Non stop,Spicejet,2021-05-12 21:13:22.971731
" 5,319","New Delhi to Pune , 16 May",10:25,12:35,Non stop,Vistara,2021-05-12 21:13:45.716175
" 5,370","New Delhi to Pune , 16 May",05:45,12:10,1 stop via Ahmedabad,Spicejet,2021-05-12 21:13:45.716175
" 5,370","New Delhi to Pune , 16 May",20:20,08:05,1 stop via Hyderabad,Spicejet,2021-05-12 21:13:45.716175
" 5,370","New Delhi to Pune , 16 May",20:10,12:10,1 stop via Ahmedabad,Spicejet,2021-05-12 21:13:45.716175
" 5,595","New Delhi to Pune , 16 May",08:40,10:45,Non stop,Spicejet,2021-05-12 21:13:45.716175
" 5,595","New Delhi to Pune , 16 May",16:35,18:55,Non stop,Spicejet,2021-05-12 21:13:45.716175
" 5,990","New Delhi to Guwahati , 16 May",09:40,12:05,Non stop,Vistara,2021-05-12 21:14:08.493448
" 6,131","New Delhi to Guwahati , 16 May",15:10,20:25,1 stop via Patna,Spicejet,2021-05-12 21:14:08.493448
